modeling-graphiti
Total,598
resolution,1,546
resolution,2,2
resolution,3,22
resolution,4,1
severity,1,14
severity,2,1
status,1,176
status,2,209
status,3,203
status,4,18
version,1,40
version,2,2
version,4,1

technology-simopenpass
Total,0

rt-virgo
Total,1580
field,recount,count
assignee,1,839
assignee,2,67
assignee,3,55
assignee,4,7
component,1,67
component,2,4
component,4,1
hardware,1,20
os,1,39
priority,1,8
product,1,8
resolution,1,1278
resolution,2,21
resolution,3,35
resolution,4,5
severity,1,153
severity,2,8
status,1,841
status,2,404
status,3,97
status,4,28
version,1,129
version,2,4

technology-uomo
Total,48
field,recount,count
assignee,1,5
component,1,2
hardware,1,4
os,1,7
priority,1,7
priority,2,8
resolution,1,24
severity,1,7
severity,2,2
status,1,17
status,2,17
status,3,2
version,1,2

eclipse-incubator
Total,48
field,recount,count
assignee,1,18
assignee,2,1
component,1,4
product,1,4
resolution,1,23
resolution,3,1
severity,1,2
status,1,23
status,2,1
status,4,1
version,1,4

technology-sensinact
Total,0

modeling-umlgen
Total,88
field,recount,count
assignee,1,6
component,1,3
component,2,1
hardware,1,1
os,1,1
resolution,1,65
resolution,3,6
severity,1,14
status,1,40
status,2,27
status,3,6
status,4,1
version,1,2
version,2,2

modeling-emf.diffmerge
Total,152
field,recount,count
assignee,1,25
assignee,2,1
resolution,1,131
resolution,2,1
resolution,3,1
severity,1,5
status,1,18
status,2,89
status,3,32
status,4,2

